adr_diph1_036|i-a greut să coordonez o echipă.|E greu să coordonezi o echipă.
adr_diph1_037|nu va putea fi un match echilibrat.|Nu va putea fi un meci echilibrat.
adr_diph1_038|Sunteti un cuplu de succes!|Sunteţi un cuplu de succes.
adr_diph1_039|Un caz realmente impresionant l-am întâlnit la Ivești.|Un caz realmente impresionant lam întâlnit la Iveşti.
adr_diph1_040|Vrem cu orice preț, Victoria, a spus portughezul.|Vrem cu orice preţ victoria a spus portughezul.
adr_diph1_041|Peste tot sunt locuri frumoase, femei frumoase.|Peste tot sunt locuri frumoase femei frumoase.
adr_diph1_042|În general se lucrează comenzi.|în general se lucrează comenzi.
adr_diph1_043|vorbești despre Covax antrenorul Ungur.|Vorbeşti despre Kovacs antrenorul ungur.
adr_diph1_044|Nu ne-am considerat favoriți danesi, au jucat modest, dar nu mai pentru că noi am evoluat bine.|Nu neam considerat favoriţi danezii, au jucat modest dar numai pentru că noi am evoluat bine.
adr_diph1_045|Cel mic nu dormea toată noaptea.|Cel mic nu dormea toată noaptea.
adr_diph1_046|Aici a stat pentru Sfânta Liturgie.|Aici a stat pentru Sfânta Liturghie.
adr_diph1_047|un persoanaj romantic foarte sensibil.|Un personaj romantic foarte sensibil.
adr_diph1_048|Nu au ce să ne oferă.|Nu au ce să ne ofere.
adr_diph1_049|Traficul din Cluj e deranjant, nu-mi place.|Traficul din Cluj e deranjant numi place.
adr_diph1_050|Mi se pare extraordinară a continuat el.|Mi se pare extraordinară, a continuat el.
adr_diph1_051|Vlad Constantinescu, directorul turneului Sport Arena Streetball|Vlad Constantinescu directorul turneului sport arena stritbol.
adr_diph1_052|E o dezamăgire în mod clar.|E o dezamăgire în mod clar.
adr_diph1_053|Lăcașul de cult are o istorie îndelungată.|Lăcaşul de cult are o istorie îndelungată.
adr_diph1_054|În cadrul acestui proiect, germanii vor modernizeze sera liceului.|în cadrul acestui proiect germanii vor modernizeze sera liceului.
adr_diph1_055|Un talent cu totul deosebit pentru scena teatrului de revistă. Un om cu mult har.|Un talent cu totul deosebit pentru scena teatrului de revistă, un om cu mult har.
adr_diph1_056|Fata se antrena la clubul sportiv Farol, dar nu era inca legitimata.|Fata se antrena la clubul sportiv farul dar nu era încă legitimată.
adr_diph1_057|Am văzut aproape toate modele.|Am văzut aproape toate modele.
adr_diph1_058|Podul respectiv va descărca traficul de pe deal și din zona Podgoria.|Podul respectiv va descărca traficul de pe deal şi din zona podgoria.
adr_diph1_059|O să fie un joc frumos, ei joacă deschis.|O să fie un joc frumos ei joacă deschis.
adr_diph1_060|S-au luat de soția mea, au vrut să o violeze.|Sau luat de soţia mea au vrut să o violeze.
adr_diph1_061|Pentru noi, concertele erau un prilej de reculegere.|Pentru noi concertele erau un prilej de reculegere.
adr_diph1_062|Aveți dialog cu doamna ministru.|Aveţi dialog cu doamna ministru.
adr_diph1_063|Nu eu i-am chemat, dar i-aspt cu drag.|Nu eu iam chemat dar îi aştept cu drag.
adr_diph1_064|S-a semnat un abonament in valoarea X dar foarte ieftin.|Sa semnat un abonament în valoarea x dar foarte ieftin.
adr_diph1_065|Gazul aratat extrem de mult.|Gazul a ratat extrem de mult.
adr_diph1_066|Pe la unu noapte altrezesc niste zgomote.|Pe la unu noaptea îl trezesc nişte zgomote.
adr_diph1_067|Cum era înainte, nu va mai fi niciodată.|Cum era înainte nu va mai fi niciodată.
adr_diph1_068|Prețul nu se va majora sub nicio formă.|Preţul nu se va majora sub nicio formă.
adr_diph1_069|Nu cred că are vreun sens.|Nu cred că are vreun sens.
adr_diph1_070|Atunci o vedeam in geam.|Atunci o vedeam în geam.
adr_diph1_071|iar stă un masaj pentru femei.|Este un mesaj pentru femei.
adr_diph1_072|Îmi place să visez la lucruri frumoase.|îmi place să visez la lucruri frumoase.
adr_diph1_073|nici măcar nu îngrijezc bolnavi.|Nici măcar nu îngrijesc bolnavi.
adr_diph1_074|Spiritele au degenerat fiind nevoie de intervenții a oamenilor de ordine.|Spiritele au degenerat fiind nevoie de intervenţia oamenilor de ordine.
adr_diph1_075|Urmăriți mai jos imagine cu cei doi tiner în diferite ipostaze.|Urmăriţi mai jos imagini cu cei doi tineri în diferite ipostaze.
adr_diph1_076|În fiecare zi vedem alt tip de vegetație.|în fiecare zi vedem alt tip de vegetaţie.
adr_diph1_077|Copiii au petrecut și o seară de mini golf.|Copiii au petrecut şi o seară de mini golf.
adr_diph1_078|Eu bombă cu caz!|E o bombă cu ceas.
adr_diph1_079|Jandarmii suceveni nu au început încă raziile.|Jandarmii suceveni nu au început încă raziile.
adr_diph1_080|vitamina B5 influențează metabolismul glucidelor și lipidelor.|Vitamina b cinci influenţează, metabolismul glucidelor şi lipidelor.
adr_diph1_081|Pentru fiecare felni se schimbau si tacamurile ca la restaurant.|Pentru fiecare fel ni se schimbau şi tacâmurile ca la restaurant.
adr_diph1_082|Cine să-mi mai dea mie de spăgubiri?|Cine sămi mai dea mie despăgubiri.
adr_diph1_083|la fel și n-opține albe.|La fel şi nopţile albe.
adr_diph1_084|Articolul se va actualiza pe tot parcursul zilei.|Articolul se va actualiza pe tot parcursul zilei.
adr_diph1_085|În jurul orei 1-2.00, medicii vor finaliza necropsia cadavrului și vor stabili cu exactitate cauza decesului.|în jurul orei unu doi punct zero zero medicii vor finaliza necropsia cadavrului şi vor stabili cu exactitate cauza decesului.
adr_diph1_086|Talciocul era împărțit în patru.|Talciocul era împărţit în patru.
adr_diph1_087|un telefon, un sfat, o întâlnire conspirativă.|Un telefon, un sfat, o întâlnire conspirativă.
adr_diph1_088|ar trebui și el eliminat din arbitraj.|Ar trebui şi el eliminat din arbitraj.
adr_diph1_089|Îmi iau tipare de pe internet și le ajustez pentru mine.|îmi iau tipare de pe internet şi le ajustez pentru mine.
adr_diph1_090|Comenzile ii merg ca pe roata.|Comenzile îi merg ca pe roate.
adr_diph1_091|Acum este sub stare de asediu.|Acum este sub stare de asediu.
adr_diph1_092|și aliații nu fug de foc.|şi aliaţii nu fug de foc.
adr_diph1_093|Este totuși ziua ta norocoasă!|Este totuşi ziua ta norocoasă.
adr_diph1_094|Nu a vrut să ne spună.|Nu au vrut să ne spună.
adr_diph1_095|Durerea de cap nu a trecut, insa, nici acolo.|Durerea de cap nu a trecut însă nici acolo.
adr_diph1_096|Messenger folosind butoanele din stângă.|Mesenger folosind butoanele din stânga.
adr_diph1_097|Și probabil nici eu nu eram genul lui.|şi probabil nici eu nu eram genul lui.
adr_diph1_098|Moldova va avea un guvern funcțional.|Moldova va avea un guvern funcţional.
adr_diph1_099|Cultura lucrează cu oameni și pentru oameni.|Cultura lucrează cu oameni şi pentru oameni.
adr_diph1_100|și ceful nou aspartă echipă.|Un şef nou a spart echipa.
adr_diph1_101|Este un cerc vicios de care ar trebui să scăpăm.|Este un cerc vicios de care ar trebui să scăpăm.
adr_diph1_102|Vezi aici imagini de la concursul de off-road? Am avut mari probleme în zona cu lemne.|Vezi aici imagini de la concursul de of roud am avut mari probleme în zona cu lemne.
adr_diph1_103|Vreau să mă fac pompier.|Vreau să mă fac pompier.
adr_diph1_104|Se face un audit, o analiză financiară.|Se face un audit, o analiză financiară.
adr_diph1_105|Am retreit de mii de ore acel ceas blestemat.|Am retrăit de mii de ori acel ceas blestemat.
adr_diph1_106|Spectacolele susținute de aceștia au zgodit scoanele europene.|Spectacolele susţinute de aceştia au zguduit scenele europene.
adr_diph1_107|Valoarea fiecărui premii este de 1000 de lei.|Valoarea fiecărui premiu este de o mie de lei.
adr_diph1_108|cu virtute ar fi prea desuet.|Cu virtute ar fi prea desuet.
adr_diph1_109|Atunci m-am ridicat si am zis sa inceteze.|Atunci mam ridicat şi iam zis să înceteze.
adr_diph1_110|Tot ce facem e de plecere.|Tot ce facem e de plăcere.
adr_diph1_111|Am încremenit când am auzit de copilul violat.|Am încremenit când am auzit de copilul violat.
adr_diph1_112|este singura concluzie care se poate trage în urma dezbatărilor care au avut loc joi.|Este singura concluzie care se poate trage în urma dezbaterilor care au avut loc joi.
adr_diph1_113|a existat vreun conflict între voi.|A existat vreun conflict între voi.
adr_diph1_114|Avem nevoie de încredere și sacrificiul pentru acest joc.|Avem nevoie de încredere şi sacrificiu pentru acest joc.
adr_diph1_115|Letal Iaruta a luat un punct eroic.|Letal iar uta a luat un punct eroic.
adr_diph1_116|Garsonierele se închiriază cu 100 de euro.|Garsonierele se închiriază cu o sută de euro.
adr_diph1_117|este un rezultat excelent indiferent de numele adversarului.|Este un rezultat excelent indiferent de numele adversarului.
adr_diph1_118|Adevărul cum ai ajuns la colaborarea cu DJ Project.|Adevărul cum ai ajuns la colaborarea cu digei progect.
adr_diph1_119|Aceasta e o categorie de bani care se accesează scrin, nu strigând.|Aceasta e o categorie de bani care se accesează scriind nu strigând.
adr_diph1_120|Am fost uneori naiv, spunea plesita cu un rânje superior.|Am fost uneori naiv spunea Pleşiţă cu un rânjet superior.
adr_diph1_121|Princesele au manieră de servitoare.|Prinţesele au maniere de servitoare.
adr_diph1_122|Cei care vor să-i admire pe câini vor scoate din buzunar 5 lei.|Cei care vor săi admire pe câini vor scoate din buzunar cinci lei.
adr_diph1_123|Oamenii își vor primi la timp pensiile și salarile.|Oamenii îşi vor primi la timp pensiile şi salariile.
adr_diph1_124|Am fost rignit de 2-3 zile în continuu.|Am fost jignit de două trei zile în continuu.
adr_diph1_125|Însu a mulți copii prin gustul voluntariatului prin contactul cu biserică.|în sua mulţi copii prind gustul voluntariatului prin contactul cu Biserica.
adr_diph1_126|cele două ore sunt reglementate internațional.|Cele două ore sunt reglementate internaţional.
adr_diph1_127|așa cum nu o vor mai vedea niciodată.|Aşa cum nu o vor mai vedea niciodată.
adr_diph1_128|Eu le spuneam mereu oamenilor direct ceea ce voiam să le spun, iar managerul voia să fie mai diplomat.|Eu le spuneam mereu oamenilor direct ceea ce voiam să le spun iar managerul voia să fie mai diplomat.
adr_diph1_129|chiar și cu o cheie specială.|Chiar şi cu o cheie specială.
adr_diph1_130|dezintăresul total pentru sport din partea celor care pot dezvolta infrastructura sportivă.|Dezinteresul total pentru sport din partea celor care pot dezvolta infrastructura sportivă.
adr_diph1_131|Putem lua chiar si titlul.|Putem lua chiar şi titlul.
adr_diph1_132|În schimb musulmanii, beau multă café.|în schimb musulmanii beau multă cafea.
adr_diph1_133|Au sunat telefoanele, dar noi fiind prin curte nu am auzit, povesteste Gica.|Au sunat telefoanele dar noi fiind prin curte nu am auzit povesteşte gică.
adr_diph1_134|Copos jos mâinele de pe zicu.|Copos jos mâinile de pe zicu.
adr_diph1_135|Îmi amintesc cu mare drag toate jocurile copilăriei.|îmi amintesc cu mare drag toate jocurile copilăriei.
adr_diph1_136|a fost implicat în scandaluri la foc automat.|A fost implicat în scandaluri la foc automat.
adr_diph1_137|Cu toții erau beneficiarii unor bursă.|Cu toţii erau beneficiarii unor burse.
adr_diph1_138|Când nu piarti un mulțumit, e normal.|Când nu pierd sunt mulţumit, e normal.
adr_diph1_139|a condus împreună cu Jen.|A condus împreună cu gen.
adr_diph1_140|Aceasta este o idee bună.|Aceasta este o idee bună.
adr_diph1_141|Doi suportori au afișat un banner cu mesajul vind de Steaua, în dreptul geamului studio-ului unde are loc emisiune.|Doi suporteri au afişat un banner cu mesajul vinde steaua, în dreptul geamului studioului unde are loc emisiunea.
adr_diph1_142|Tot sunt clienți fidele ai oamenilor legii.|Toţi sunt clienţi fideli ai oamenilor legii.
adr_diph1_143|Femeia a suferea de pneumania ceea ce i-a agravat starea de sanatate.|Femeia suferea de pneumonie ceea ce ia agravat starea de sănătate.
adr_diph1_144|Fiind un produs natural, rezultatele difere de la caz la caz.|Fiind un produs natural rezultatele diferă de la caz la caz.
adr_diph1_145|Acum va merge la Tribunalul de Arbitrari Sportiv de la Lozan.|Acum va merge la tribunalul de arbitraj sportiv de la Lozan.
adr_diph1_146|Totodată s-au indispo-nibilizat mai multe autoturisme, precum și importante sume de bani de ordinul zecilor de mii de lei.|Totodată sau indisponibilizat mai multe autoturisme, precum şi importante sume de bani de ordinul zecilor de mii de lei.
adr_diph1_147|Lucrez la o firmă de telecomunicații.|Lucrez la o firmă de telecomunicaţii.
adr_diph1_148|Îmi place să creez haine.|îmi place să creez haine.
adr_diph1_149|Sunt zile în care pictez în continuu.|Sunt zile în care pictez în continuu.
adr_diph1_150|atunci de cea aceasta rigiditate din partea Bucurestiului.|Atunci de ce această rigiditate din partea Bucureştiului.
adr_diph1_151|Scoala mai are nevoie de bani pentru clădirea veche.|şcoala mai are nevoie de bani pentru clădirea veche.
adr_diph1_152|Acesta a trecut selegal frontiera pe la Giorgio.|Acesta trecuse legal frontiera pe la Giurgiu.
adr_diph1_153|testul respectiv presupunere scrierea cu un stilou electronic a doua texte.|Testul respectiv presupunere scrierea cu un stilou electronic a două texte.
adr_diph1_154|si platiti caș sau cu cardul.|Plătiţi caş sau cu cardul.
adr_diph1_155|Nu am ce să fac.|Nu am ce să fac.
adr_diph1_156|Cei doi l-au făcut praf pe becăli.|Cei doi lau făcut praf pe Becali.
adr_diph1_157|Polițiiștii au luat probe aseară de la locul incidentului.|Poliţiştii au luat probe aseară de la locul incidentului.
adr_diph1_158|În scurt timp voi afla ce se întâmplă exact.|în scurt timp voi afla ce se întâmplă exact.
adr_diph1_159|Ieșirea din recesiune era estimată anterior pentru primul trimestru din 2010.|Ieşirea din recesiune era estimată anterior pentru primul trimestru din doi mii zece.
adr_diph1_160|Ei au lansat mitul Holocaustului.|Ei au lansat mitul holocaustului.
adr_diph1_161|Studenții și elevii au o reducere de 3,0%.|Studenţii şi elevii au o reducere de trei zero procent.
adr_diph1_162|oamenii nu și-au manifestat nemulțumirea.|Oamenii nu şiau manifestat nemulţumirea.
adr_diph1_163|Tej nu se poate vorbi despre erori tactice.|Deci nu se poate vorbi despre erori tactice.
adr_diph1_164|stareție.p.c|Stareţ este P punct C.
adr_diph1_165|Catalin Grasa, directorul adjunct al DSP.|Cătălin Grasa directorul adjunct al D S P.
adr_diph1_166|Încasările la persoanele juridice sunt sub nivelul celor de anul trecut.|încasările la persoanele juridice sunt sub nivelul celor de anul trecut.
adr_diph1_167|Noi n-am cedat și l-am chemat pe Adi înapoi.|Noi nam cedat şi lam chemat pe Adi înapoi.
adr_diph1_168|Sper că anul viitor să văd din nou în Liga I.|Sper ca anul viitor so văd din nou în liga i.
adr_diph1_169|Atunci mansardele care erau construite pe un bloc de pe strada regina Maria din Râmnicu Vâlce au luat foc.|Atunci mansardele care erau construite pe un bloc de pe strada regina maria din Râmnicu Vâlcea au luat foc.
adr_diph1_170|Vocea ei este cristalina, este curată.|Vocea ei este cristalină este curată.
adr_diph1_171|Am impresia că este o provocare.|Am impresia că este o provocare.
adr_diph1_172|gazdele resping balonul trimis în careu lor.|Gazdele resping balonul trimis în careul lor.
adr_diph1_173|Sunt curios să văd ce măsuri se vor lua acum împotriva huliganilor implicați în aceste incidente.|Sunt curios să văd ce măsuri se vor lua acum împotriva huliganilor implicaţi în aceste incidente.
adr_diph1_174|Potrivit autorităților locale s-au înregistrat pagube materiale importante.|Potrivit autorităţilor locale sau înregistrat pagube materiale importante.
adr_diph1_175|a răspuns a mară tehnicianul gorjenilor.|A răspuns amar tehnicianul gorjenilor.
adr_diph1_176|Am jucat prost, fotbalisti au evoluat la mișto.|Am jucat prost fotbaliştii au evoluat la mişto.
adr_diph1_177|Cel de-al patrulea suspect Nicolae B.|Cel deal patrulea suspect Nicolae B.
adr_diph1_178|Lucrarea a fost elaborata de prof.|Lucrarea a fost elaborată de prof.
adr_diph1_179|Avem vreo opt ani la Revoluție.|Aveam vreo opt ani la revoluţie.
adr_diph1_180|Lipsa de tact în relațiile cu parlamentul sau guvernul.|Lipsa de tact în relaţiile cu parlamentul sau guvernul.
adr_diph1_181|cu vecinii era foarte amabil și salutam mereu.|Cu vecinii era foarte amabil şi saluta mereu.
adr_diph1_182|Pe tipuri, de fapt,ă situația se prezintă astfel.|Pe tipuri de fapte situaţia se prezintă astfel.
adr_diph1_183|Acest discurs este valabil nu numai pentru Italia.|Acest discurs este valabil nu numai pentru Italia.
adr_diph1_184|Jucătorii mei vor avea posibilitatea să joace la un nivel foarte mare.|Jucătorii mei vor avea posibilitatea să joace la un nivel foarte mare.
adr_diph1_185|Eu am vrut să-i motivez să vorbesc cu ei.|Eu am vrut săi motivez să vorbesc cu ei.
adr_diph1_186|Oricum, undeva tot împreajma celor mici, făcând ceva tot pentru ei.|Oricum undeva tot în preajma celor mici făcând ceva tot pentru ei.
adr_diph1_187|Gigantul lumii a costat 8 miliarde de dolari.|Gigantul lumii a costat opt miliarde de dolari.
adr_diph1_188|chiar în aceste condiții florinte.|Chiar în aceste condiţii Florin T.
adr_diph1_189|În total, pentru aducerea imobilului la vechea glorie se vor cheltui potrivit adililor 3,5 milioane de lei.|în total pentru aducerea imobilului la vechea glorie, se vor cheltui potrivit edililor, trei virgulă cinci milioane de lei.
adr_diph1_190|Centru Comercial Euro Plus Galeria 133|Centru comercial euro plus galeria unu treizeci şi trei.
adr_diph1_191|Unde te mai putem auzi cântând?|Unde te mai putem auzi cântând.
adr_diph1_192|ca un om inteligent și honest.|Ca un om inteligent şi onest.
adr_diph1_193|Spune cu năduf ancuța pop.|Spune cu năduf Ancuţa Pop.
adr_diph1_194|Liderii PSD au mutat slab.|Liderii p s d au mutat slab.
adr_diph1_195|Eu pot să dau ordinul, mai e un delay de 10 zile.|Eu pot să dau ordinul mai e un dilei de zece zile.
adr_diph1_196|Atunci a fost aleasă Miss Roman.|Atunci a fost aleasă Miss Roman.
adr_diph1_197|Acolo locuiesc 10 milioane de oameni.|Acolo locuiesc zece milioane de oameni.
adr_diph1_198|Atacatorii au fugi de la locul faptei cu un autotourist BMW care avea numere de înmatriculare de Polonia.|Atacatorii au fugit de la locul faptei cu un autoturism b em v care avea numere de înmatriculare de Polonia.
adr_diph1_199|Mai mult toate proiectele lor sunt pe termen lung. Familia cum se simte la Eindhoven.|Mai mult toate proiectele lor sunt pe termen lung familia cum se simte la aindhovăn.
adr_diph1_200|Pagubele au fost evaluate la aproximativ 3.000 de lei.|Pagubele au fost evaluate la aproximativ trei mii de lei.
adr_diph1_201|La polii e o treabă care ține exclusiv de antrenor.|La polii e o treabă care ţine exclusiv de antrenor.
adr_diph1_202|Tot sunt clienți fidele ai oamenilor legii.|Toţi sunt clienţi fideli ai oamenilor legii.
adr_diph1_203|Eu v-am spus că el e un vagabond un Roland.|Eu vam spus că el e un vagabond un golan.
adr_diph1_204|În primul rând, O.G|în primul rând o punct g.
adr_diph1_205|De altfel și acesta este legat de clubul din Ștefan cel Mare. El este antrenor la echipa de rugby.|De altfel şi acesta este legat de clubul din ştefan cel mare, el este antrenor la echipa de rugby.
adr_diph1_206|Acum dorm pe unde apuc.|Acum dorm pe unde apuc.
adr_diph1_207|În fiecare an, fac mustul.|în fiecare an fac mustul.
adr_diph1_208|și au pus sora, soacra, nepoate.|şi au pus sora soacra nepoata.
adr_diph1_209|Nu știu cât de bun.|Nu ştiu cât de bun.
adr_diph1_210|Am glumit cu el aici, dar va spun ceva.|Am glumit cu el aici dar vă spun ceva.
adr_diph1_211|Percepția spectatorilor este de multe ori greu de descifrat.|Percepţia spectatorilor este de multe ori greu de descifrat.
adr_diph1_212|Unii jucători nu au evoluat cu tragere de inimă.|Unii jucători nu au evoluat cu tragere de inimă.
adr_diph1_213|orice joc din acest moment încolo va fi greu.|Orice joc din acest moment încolo va fi greu.
adr_diph1_214|Există foarte multe coutume pentru a scrie un haiku.|Există foarte multe cutume pentru a scrie un haiku.
adr_diph1_215|elev la grupul școlar Henry Quand.|Elev la grupul şcolar Henri Coandă.
adr_diph1_216|Este al treilea meci când suntem făcuți praf de arbitri.|Este al treilea meci când suntem făcuţi praf de arbitri.
adr_diph1_217|Medicul zice că de la combinat.|Medicul zice că de la combinat.
adr_diph1_218|Crezi că sportul se va dezvolta în viitor.|Crezi că sportul se va dezvolta în viitor.
adr_diph1_219|De aceste produse vor mai beneficia și persoanele cu handicap grav.|De aceste produse vor mai beneficia şi persoanele cu handicap grav.
adr_diph1_220|Studenta de la Iale a fost ucisă prin strangulare.|Studenta de la iale a fost ucisă prin strangulare.
adr_diph1_221|Ne-am luat la revedere de la baietii!|Neam luat la revedere de la băieţi.
adr_diph1_222|Astăzi lucrau pe pot doar doi muncitori cu lopeți.|Astăzi lucrau pe pod doar doi muncitori cu lopeţi.
adr_diph1_223|El riscă angrăi dânchisoare.|El riscă ani grei de închisoare.
adr_diph1_224|Dacă marcam, nu pierdam leiași.|Dacă marcam nu pierdeam la Iaşi.
adr_diph1_225|Orice sumă în plus ne va costa enorm.|Orice sumă în plus ne va costa enorm.
adr_diph1_226|La noi la Slobozia avem Lilieti în bloc.|La noi la Slobozia avem lilieci in bloc.
adr_diph1_227|Am constatat că eu am un handicap la picioare, iar ei în minte.|Am constatat că eu am un handicap la picioare iar ei în minte.
adr_diph1_228|Sigur, toate țările merg cu două, uneori chiar trei variante.|Sigur toate ţările merg cu două uneori chiar trei variante.
adr_diph1_229|Arhitectul șef a fost rezervat.|Arhitectul şef a fost rezervat.
adr_diph1_230|ne-au dat un răspuns pozitiv.|Neau dat un răspuns pozitiv.
adr_diph1_231|Zilele viitoare vom reveni cu episodul Cârtita din Clanul Interlopilor.|Zilele viitoare vom reveni cu episodul cârtiţa din clanul interlopilor.
adr_diph1_232|Suspecții au sustras cule electrice componente electronice sume de bani alimente etică.|Suspecţii au sustras scule electrice componente electronice sume de bani alimente e tâ câ.
adr_diph1_233|E rol gazdelor a fost da țian varga.|Eroul gazdelor a fost Dacian Varga.
adr_diph1_234|Tatii de ce îmi strigă numele oamenii aceea?|Tatii de ce îmi strigă numele oamenii aceia.
adr_diph1_235|Cum percep scandalurile care sunt pe la noi?|Cum percepi scandalurile care sunt pe la noi.
adr_diph1_236|este singurul teatru cu trei pereți, al patrulea fiind publicul.|Este singurul teatru cu trei pereţi al patrulea fiind publicul.
adr_diph1_237|Mi-a fost drag de tractor de prima dată.|Mia fost drag de tractor de prima dată.
adr_diph1_238|Urcând ușor pe bulevardul c.c.|Urcând uşor pe bulevardul c punct c.
adr_diph1_239|Deocamdată nu se poate vorbi de așa ceva.|Deocamdată nu se poate vorbi de aşa ceva.
adr_diph1_240|reformarea luptei cu traficul de droguri de Mois & Naim.|Reformarea luptei cu traficul de droguri de moise naim.
adr_diph1_241|Unii patroni de mici afaceri de cartier sunt sceptici în legătură cu viabilitatea noi imonezi.|Unii patroni de mici afaceri de cartier sunt sceptici în legătură cu viabilitatea noii monezi.
adr_diph1_242|SPD dorea un salariu minim generalizat egal pentru toți.|S P D dorea un salariu minim generalizat egal pentru toţi.
adr_diph1_243|Coaliția a avut loc luni.|Coaliţia a avut loc luni.
adr_diph1_244|Echipa va testa trei masini de lux prin tunelurile parlamentului.|Echipa va testa trei maşini de lux prin tunelurile parlamentului.
adr_diph1_245|Avem o percepție autoflatantă.|Avem o percepţie auto flatantă.
adr_diph1_246|Zdranță este unul dintre cei mai zglobi căței.|Zdreanţă este unul dintre cei mai zglobii căţei.
adr_diph1_247|Ce faci acum, poți sta fără fotbal?|Ce faci acum poţi sta fără fotbal.
adr_diph1_248|Dintre toate goblenurile mele, ca sa fac autoportret de Rembrandt, mi-au trebuit 3 luni de zile.|Dintre toate goblenurile mele ca să fac autoportret de rembrandt, miau trebuit trei luni de zile.
adr_diph1_249|Sindicaliștii au scândat noi muncim, nu cerșim.|Sindicaliştii au scandat noi muncim nu cerşim.
adr_diph1_250|Ea nu este la prima avantura de acest gen.|Ea nu este la prima aventură de acest gen.
adr_diph1_251|Am primit goluri prea usor.|Am primit goluri prea uşor.
